BL040126	BL040223	BL040322	BL040419	BL040525	BL040628	BL040719	BL040831	BL040929	BL041019	BL041116	BL041214	BL050120	BL050215	BL050309	BL050413	BL050510	BL050607	BL050705	BL050803	BL050913	BL051004	BL051108	BL051213	BL060111	BL060207	BL060307	BL060404	BL060516	BL060613	BL060704	BL060801	BL060912	BL061010	BL061107	BL061211	BL070116	BL070220	BL070320	BL070424	BL070515	BL070605	BL070703	BL070801	BL070912	BL071016	BL071113	BL071211	BL080115	BL080212	BL080311	BL080408	BL080507	BL080602	BL080702	BL080805	BL080902	BL081014	BL081113	BL081211	BL090113	BL090210	BL090317	BL090421	BL090512	BL090609	BL090721	BL090804	BL090915	BL091006	BL091105	BL091222	BL100120	BL100217	BL100322	BL100412	BL100525	BL100622	BL100706	BL100803	BL100914	BL101019	BL101116	BL101214	BL110112	BL110208	BL110314	BL110412	BL110517	BL110615	BL110704	BL110802	BL110913	BL111010	BL111129	BL111219	BL120110	BL120214	BL120313	BL120411	BL120518	BL120620	BL120703	BL120807	BL120913	BL121009	BL121106	BL121211	BL130115	BL130206	BL130312	BL130417	BL130507	BL130604	BL130709	BL130801	BL130917	BL131015	BL131105	BL131204
bn_ASV_000037	132	129	69	48	4	0	0	0	0	12	0	38	83	66	90	21	4	0	0	0	0	0	22	11	101	53	39	0	0	2	0	0	0	2	15	30	30	76	36	43	0	7	1	0	0	2	18	49	122	67	48	61	9	3	0	0	0	1	39	88	68	62	61	7	1	6	0	0	0	0	28	38	72	74	76	6	4	3	0	0	0	2	21	38	65	76	66	10	4	5	0	0	0	0	22	38	57	68	41	6	2	0	0	0	0	0	21	37	3	24	5	0	0	0	0	0	0	0	10	34
en_ASV_00672	14	11	5	12	0	0	0	0	0	0	1	3	38	28	7	131	0	0	0	0	0	0	0	30	6	18	6	0	0	0	0	0	0	0	0	0	42	29	20	0	0	0	0	0	0	0	0	12	25	58	13	16	0	0	0	0	0	0	0	3	25	0	0	7	4	5	0	0	0	0	0	0	18	56	8	0	2	3	0	0	0	0	0	8	23	33	3	1	0	1	0	0	0	0	0	11	9	43	4	1	2	1	0	0	0	0	0	7	3	26	6	0	0	0	0	0	0	0	0	0
bn_ASV_000173	0	0	0	0	0	0	5	519	39	0	0	0	0	0	0	0	0	0	0	308	2	0	0	0	0	0	0	0	0	0	0	17	9	55	6	14	4	0	0	0	0	2	2	55	67	108	8	4	0	0	0	0	0	0	0	17	44	6	2	0	0	0	0	0	0	0	6	56	5	12	1	0	0	0	0	0	0	0	7	47	26	21	4	0	0	0	0	0	0	0	1	29	33	23	4	0	0	0	0	0	0	0	1	10	51	7	7	0	0	0	0	0	0	0	0	0	21	44	14	0
ep_ASV_00264	34	0	2	2	0	0	0	0	0	0	3	8	14	1	0	0	0	0	0	0	6	0	0	14	113	19	0	0	0	0	0	0	0	0	0	0	3	2	2	0	0	0	0	0	0	0	11	0	8	49	19	6	0	0	0	0	0	0	5	26	16	0	0	0	0	0	0	0	0	0	11	11	19	9	11	3	0	0	0	0	0	0	0	2	14	4	0	0	0	0	0	0	4	0	3	20	14	10	0	18	0	0	0	0	0	2	10	0	19	3	0	8	2	0	0	0	0	0	0	1
bp_ASV_000012	41	0	0	0	7	31	168	57	163	83	10	54	36	0	27	54	10	102	0	0	0	0	51	25	25	0	0	0	0	42	37	57	21	69	242	99	19	0	0	8	49	92	94	152	73	32	47	31	0	0	0	0	0	57	120	99	69	71	35	0	27	0	10	0	14	149	153	215	91	156	56	22	31	0	19	15	276	86	80	407	197	120	106	249	25	21	13	28	46	11	61	67	80	64	49	27	49	24	0	40	6	67	170	65	129	119	133	55	70	50	20	25	18	239	443	256	75	256	265	67
bn_ASV_000077	0	0	0	0	0	0	17	2	0	11	0	3	0	0	0	0	0	44	13	23	38	4	0	0	0	0	0	0	5	92	43	7	2	6	8	3	0	0	0	25	74	11	18	7	30	5	0	0	0	0	0	0	8	46	37	5	8	13	0	0	0	0	0	0	6	24	22	8	6	16	5	2	0	0	0	9	19	48	23	12	10	15	2	2	0	0	0	10	18	27	15	11	5	5	6	1	0	0	0	7	1	22	6	8	2	6	6	0	0	0	0	0	0	9	0	0	5	2	7	0
bp_ASV_000159	0	0	0	0	12	21	6	0	0	2	0	0	0	0	3	6	25	0	17	0	0	0	1	0	0	0	0	0	9	27	34	10	33	2	146	0	0	0	0	6	29	5	6	7	3	4	0	0	0	0	0	0	0	7	24	5	8	3	0	0	0	0	0	0	20	24	1	4	4	3	0	0	0	0	0	0	10	26	20	26	9	4	3	0	0	0	0	2	21	146	29	28	11	10	0	0	2	0	0	0	10	25	50	16	22	11	2	0	0	0	0	0	9	44	26	15	25	4	4	3
bp_ASV_000037	142	97	75	23	12	0	0	0	2	13	27	55	91	223	0	0	0	0	1	0	216	53	25	100	115	60	24	13	0	0	0	0	0	4	0	72	65	112	56	19	0	0	0	0	0	0	16	80	113	121	55	53	11	4	0	0	0	0	33	674	82	75	37	14	15	5	0	0	0	0	52	59	106	125	60	23	4	0	0	0	0	0	20	24	28	128	49	1	3	0	0	0	0	0	33	47	96	65	0	3	3	0	0	0	0	5	37	74	89	80	62	4	6	0	0	0	1	0	6	52
bn_ASV_000306	22	0	17	0	0	0	0	0	0	0	0	0	11	2	15	0	0	0	0	0	0	0	0	0	24	0	6	0	0	0	0	0	0	0	1	1	4	6	15	0	0	0	0	0	0	0	6	10	37	8	3	0	0	0	0	0	0	0	10	15	26	9	11	0	0	0	0	0	0	0	0	13	33	24	7	0	0	0	0	0	0	0	3	15	26	15	9	0	0	0	0	0	0	0	0	5	14	16	8	0	0	0	0	0	0	0	3	3	0	12	8	0	0	0	0	0	0	0	0	12
bp_ASV_000059	53	76	82	0	18	0	0	0	0	5	12	23	35	121	6	0	0	0	12	0	75	42	14	29	50	94	86	29	0	0	0	0	15	2	0	102	43	66	65	28	0	0	0	0	0	0	27	14	43	67	43	91	29	6	0	0	0	9	36	144	38	63	36	35	12	0	0	0	0	0	27	42	57	48	60	16	0	0	0	0	0	0	16	32	20	52	44	16	0	0	0	0	0	0	19	26	35	63	89	4	3	0	0	0	0	0	21	28	53	44	60	9	4	0	0	0	0	0	10	30
bn_ASV_000183	0	0	0	0	0	0	0	1	16	15	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3	0	11	5	15	2	0	0	0	0	0	1	0	13	29	15	27	5	0	0	0	0	0	13	0	0	2	6	16	3	0	0	0	0	0	51	25	15	8	22	20	6	0	0	0	0	38	20	9	20	14	12	22	1	1	0	0	0	19	18	9	35	22	17	17	4	2	0	0	0	13	13	12	46	43	27	16	0	5	0	0	0	0	0	13	50	11	5	48	8	0
en_ASV_00766	44	15	14	3	0	1	0	1	0	0	3	16	7	14	9	3	0	0	0	0	0	0	10	17	38	24	16	0	0	0	0	0	0	0	10	0	0	8	2	0	0	0	1	0	25	0	1	0	7	10	11	0	0	0	0	0	9	0	11	6	30	18	17	0	0	0	0	0	0	0	7	2	12	26	46	0	0	0	0	0	3	0	3	4	15	12	23	5	0	0	0	0	4	0	7	3	12	14	17	9	0	0	0	0	0	0	2	6	9	7	14	20	0	0	0	0	0	0	0	0
bn_ASV_000156	0	0	0	0	3	0	0	0	13	5	0	0	0	0	0	0	0	32	0	36	0	0	0	0	0	0	0	0	0	23	24	4	11	6	12	0	0	0	0	0	19	58	31	9	41	11	0	0	0	0	0	0	0	2	37	6	24	14	2	0	0	0	0	0	18	30	18	21	7	16	9	1	0	0	0	2	6	22	19	20	15	5	7	1	0	0	0	1	7	25	10	18	8	6	4	1	0	0	0	0	2	10	4	2	0	0	4	0	0	0	0	0	0	0	0	12	7	4	4	0
bn_ASV_000347	0	0	7	0	0	0	0	0	0	0	0	36	24	12	0	0	0	0	0	0	0	0	0	0	22	21	11	0	0	0	0	0	0	0	0	0	12	5	4	0	0	0	0	0	0	0	7	3	10	8	7	11	0	0	0	0	0	0	7	34	8	9	17	4	0	0	0	0	0	0	4	5	19	17	11	0	0	0	0	0	0	0	3	5	8	10	14	2	0	0	0	0	0	0	1	1	8	9	6	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	6
bn_ASV_000846	4	0	0	0	0	0	0	0	0	0	0	0	7	2	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	10	10	0	0	0	0	0	0	0	0	0	0	7	9	5	5	0	0	0	0	0	0	0	0	2	9	5	4	0	0	0	0	0	0	0	1	1	11	9	3	0	0	0	0	0	0	0	0	3	2	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
bn_ASV_000127	3	0	0	0	0	12	28	248	18	6	44	0	0	0	0	0	0	0	1	34	3	41	0	0	0	0	0	0	0	0	0	41	4	6	6	2	3	0	0	0	2	0	7	6	19	21	5	0	0	2	0	0	0	0	0	32	11	10	2	0	2	9	0	0	0	2	49	2	12	21	11	1	0	0	0	0	0	0	32	11	10	32	12	2	0	3	0	0	0	4	28	9	11	35	5	2	0	0	0	0	0	0	12	27	19	63	1	1	0	0	0	0	0	0	0	0	7	4	0	0
bp_ASV_000005	81	32	108	16	69	8	0	0	37	35	17	17	103	0	2	0	0	0	0	0	9	0	17	37	102	36	0	3	27	58	0	0	0	6	198	42	44	67	8	130	35	87	0	0	0	0	55	208	233	162	68	185	440	156	34	0	0	9	39	0	61	48	1403	55	80	126	0	0	0	7	23	6	43	82	413	1199	611	53	12	0	0	79	526	261	153	234	519	896	45	13	12	0	22	4	11	8	78	114	0	2043	22	32	38	0	8	32	46	60	208	732	624	1783	347	83	34	3	3	24	57	55
en_ASV_00140	18	33	47	17	0	0	0	0	0	0	20	21	19	106	28	10	0	0	0	0	0	0	0	66	45	24	95	0	0	0	0	0	0	0	0	0	48	131	71	12	0	0	0	0	0	0	17	18	95	328	83	15	0	0	0	0	0	0	0	32	115	22	25	0	0	0	0	0	0	0	59	39	39	48	12	0	0	0	0	0	0	0	25	50	136	129	56	36	0	0	0	0	0	0	26	87	194	173	119	69	0	0	0	0	0	0	22	109	268	216	209	97	0	0	0	0	0	0	0	115
bp_ASV_000210	9	16	5	0	0	0	0	0	0	2	8	5	21	27	0	0	0	0	0	0	38	0	2	9	17	16	5	0	0	0	0	0	0	0	0	0	24	9	6	5	0	0	0	0	0	0	3	21	26	30	9	10	0	3	0	0	0	0	5	0	20	10	11	13	0	0	0	0	0	0	0	5	11	43	17	8	0	0	0	0	0	0	3	0	0	16	11	6	0	0	0	0	0	0	3	5	14	38	105	2	3	0	0	0	0	0	3	16	12	18	12	2	1	1	0	0	0	0	1	6
ep_ASV_00084	30	26	21	1	0	0	0	0	0	0	0	48	55	0	0	0	0	0	0	0	6	0	31	27	4	20	0	0	0	0	0	0	0	0	0	26	100	45	0	0	0	0	0	0	0	0	89	0	44	47	8	0	0	0	0	0	0	0	31	63	33	30	46	0	0	0	0	0	0	0	36	26	21	18	39	5	19	0	0	0	0	0	19	4	3	22	71	0	0	0	0	0	0	0	15	77	44	22	0	89	0	0	0	0	0	0	47	43	29	32	24	53	0	0	0	0	0	0	0	30
bn_ASV_000116	0	0	0	0	2	6	8	6	0	8	0	0	0	0	0	0	4	4	2	0	13	3	30	0	0	0	0	0	4	3	30	3	23	11	5	0	0	0	0	0	14	17	10	23	22	45	7	0	0	0	0	0	10	16	14	7	66	14	0	0	0	0	0	0	36	9	4	18	19	11	9	1	0	0	0	0	18	7	11	23	34	19	6	0	0	0	0	0	13	13	16	19	26	25	8	0	0	3	0	0	10	6	25	37	37	29	3	0	0	4	0	0	5	8	24	16	25	18	8	0
bn_ASV_000125	17	25	20	11	9	0	0	0	0	9	0	25	28	19	21	12	0	1	8	0	13	0	0	0	26	9	14	0	0	7	7	4	5	3	7	9	13	24	5	0	10	3	6	4	4	2	22	6	17	12	13	18	0	0	0	0	0	6	8	19	15	13	20	3	1	7	4	5	0	19	2	18	17	15	15	5	3	4	2	3	0	4	10	8	22	16	15	4	2	3	3	3	0	2	7	11	18	13	13	6	0	3	0	0	0	0	12	7	0	5	7	0	0	0	0	0	0	0	2	8
bn_ASV_000112	0	0	0	0	0	4	44	0	20	12	8	6	0	0	0	0	0	18	30	38	7	13	0	2	0	0	0	0	0	19	18	12	11	0	5	0	0	0	0	0	4	57	45	9	18	10	8	1	0	0	0	0	0	2	28	2	9	25	6	5	0	0	0	0	8	17	15	45	1	19	5	1	0	0	0	4	4	21	26	27	8	10	5	0	0	0	0	4	4	30	15	11	3	7	6	2	0	0	0	0	1	5	3	4	0	0	2	0	0	0	0	0	0	0	0	5	0	5	4	0
bp_ASV_000043	0	0	0	0	0	84	30	6	5	5	6	0	0	0	58	8	66	19	20	54	0	0	8	0	0	0	0	0	0	29	46	14	0	5	0	0	0	0	0	4	32	65	4	0	17	11	5	0	0	0	0	0	0	34	64	8	0	39	0	0	0	0	0	0	0	97	28	10	40	20	0	0	0	0	0	0	34	59	34	41	24	19	0	0	0	0	0	0	85	44	46	13	8	40	0	0	0	0	0	0	16	103	94	31	18	14	5	0	0	0	0	0	0	8	104	7	18	73	18	0
bn_ASV_000054	0	0	0	0	0	11	0	6	33	42	32	0	0	0	0	0	0	47	75	61	43	47	0	0	0	0	0	0	0	53	73	20	13	20	6	8	0	0	0	0	22	66	48	30	26	19	12	0	0	0	0	0	0	36	80	9	15	21	5	7	0	0	0	0	0	49	21	60	9	26	14	5	0	0	0	6	3	48	34	39	10	11	7	5	0	0	0	3	7	49	14	29	6	15	7	2	0	0	0	3	0	18	5	4	0	0	4	0	0	0	0	0	0	0	0	10	0	15	6	0
bn_ASV_000314	15	34	12	14	0	0	0	0	0	0	0	0	17	17	19	0	0	0	0	0	0	0	0	10	14	3	16	0	0	0	0	0	0	0	3	5	25	36	0	0	0	0	0	0	0	0	7	21	19	29	15	13	0	0	0	0	0	0	7	22	9	5	12	0	0	0	0	0	0	0	4	5	5	15	11	0	0	0	0	0	0	0	4	4	12	14	19	1	0	0	0	0	0	0	2	11	8	13	12	1	0	0	0	0	0	0	8	8	0	9	7	0	0	0	0	0	0	0	1	10
bp_ASV_000219	0	0	0	0	0	3	7	1	2	3	2	0	0	0	11	17	24	11	0	4	0	0	1	0	0	0	0	0	0	23	9	7	6	12	0	0	0	0	0	0	0	8	22	11	11	7	5	0	0	0	0	0	0	0	0	1	6	10	2	0	0	0	0	0	0	0	17	17	12	5	0	1	0	0	0	0	4	28	5	27	5	15	1	3	0	0	0	0	6	9	29	16	7	11	0	0	1	0	0	0	0	21	42	20	13	13	4	5	0	0	0	0	0	1	36	12	9	17	2	5
en_ASV_00512	55	34	20	8	6	0	0	3	0	10	15	19	8	14	15	0	0	0	0	0	0	2	13	16	45	17	17	0	7	0	0	0	0	3	11	4	6	12	10	2	1	0	0	0	0	1	4	3	14	0	13	0	0	0	0	0	0	4	27	29	50	0	4	4	3	2	0	3	0	2	11	15	106	50	116	6	4	1	0	2	0	2	32	10	48	19	93	2	3	1	0	0	0	3	45	16	23	15	77	0	7	0	0	0	0	0	50	15	0	0	62	0	12	0	0	0	0	0	0	13
ep_ASV_00070	78	49	33	11	0	0	0	0	0	0	0	50	32	23	0	0	0	0	0	0	97	0	38	44	31	123	8	0	0	0	0	0	0	0	0	18	71	79	1	0	0	0	0	0	0	0	15	0	49	27	11	0	0	0	0	0	0	0	31	53	61	23	69	0	0	0	0	0	0	0	6	5	33	155	8	0	0	0	0	0	0	0	6	3	35	66	47	0	0	0	0	0	0	0	17	43	13	61	0	0	0	0	0	0	0	0	15	41	17	41	34	0	0	0	0	0	0	0	0	47
bn_ASV_000124	12	39	24	57	0	0	0	0	0	6	0	0	10	15	16	23	21	0	0	0	0	0	9	9	13	8	13	0	1	1	0	0	2	0	8	13	12	21	119	43	2	0	0	2	0	3	13	5	24	52	41	91	1	0	0	0	19	7	6	7	5	11	12	22	0	0	0	0	0	0	9	12	13	22	17	6	2	1	0	0	3	2	7	16	7	21	15	13	0	1	0	0	1	4	4	8	9	21	10	11	0	1	0	0	0	2	8	5	0	12	3	0	0	0	0	0	0	0	3	6
bn_ASV_000059	40	85	29	23	0	0	0	0	0	10	0	17	20	64	23	29	4	0	0	0	8	0	27	11	51	70	52	8	0	0	0	0	5	0	9	24	22	58	33	67	5	0	0	0	0	0	15	17	29	28	49	46	17	0	0	0	0	0	12	30	26	58	37	26	0	10	0	0	0	0	17	10	33	47	25	0	10	6	0	0	1	0	11	17	18	55	22	6	6	4	0	0	0	0	12	13	17	29	21	3	6	4	0	0	0	0	8	7	0	10	0	0	0	0	0	0	0	0	11	16
bn_ASV_000080	54	0	20	0	0	0	0	0	0	14	0	32	35	10	35	0	0	0	0	0	0	0	22	0	31	8	7	0	0	0	0	0	0	0	7	10	15	22	0	0	15	0	0	0	27	12	19	20	23	17	8	3	0	0	0	0	0	14	12	17	35	23	29	15	0	15	4	4	0	7	13	60	48	35	19	0	1	5	4	4	4	5	15	48	41	16	23	2	3	6	1	0	4	1	11	31	27	16	18	2	0	5	0	0	0	0	9	23	0	0	0	0	0	0	0	0	0	0	15	24
bn_ASV_000062	0	0	0	0	0	1	61	0	40	33	0	0	0	0	0	0	0	21	41	103	23	20	0	0	0	0	0	0	0	0	16	34	21	19	10	5	0	0	0	0	0	0	22	37	53	17	16	0	0	0	0	0	0	0	0	5	37	23	7	0	0	0	0	0	0	7	29	67	17	40	12	8	0	0	0	0	0	2	18	36	17	29	10	1	0	0	0	0	0	3	20	36	26	9	11	4	0	0	0	0	0	2	2	9	8	2	5	2	0	0	0	0	0	0	0	14	0	3	14	0
bp_ASV_000044	0	0	0	0	0	104	70	0	19	23	11	0	0	0	29	38	92	43	0	132	0	0	11	0	0	0	0	0	0	71	121	19	71	10	0	26	0	0	0	0	0	72	79	42	28	26	0	0	0	0	0	0	0	45	148	80	63	31	0	0	0	0	0	0	0	53	45	49	79	31	0	0	0	0	0	0	25	56	116	0	60	0	0	0	0	0	0	0	45	107	38	68	66	34	0	0	5	0	0	0	19	80	47	16	58	42	9	0	0	0	0	0	14	36	58	33	57	18	10	16
bp_ASV_000308	8	5	4	0	0	0	0	0	0	4	4	11	10	10	0	0	0	0	0	0	21	0	1	6	12	8	2	0	0	0	0	0	0	0	0	0	10	7	0	2	0	0	0	0	0	0	6	9	13	17	7	8	0	0	0	0	0	0	1	0	13	7	4	11	0	0	0	0	0	0	0	3	13	18	14	0	0	0	0	0	0	0	4	0	0	16	7	3	0	0	0	0	0	0	0	11	8	18	91	0	2	0	0	0	0	0	7	10	9	10	9	0	1	7	0	0	0	0	0	10
bn_ASV_000098	0	0	2	0	14	0	0	0	0	0	0	0	0	10	0	0	62	0	0	0	0	0	0	0	0	0	0	0	96	6	0	0	0	0	3	9	37	13	0	0	0	0	0	0	0	0	7	13	12	76	54	18	41	35	0	0	0	0	0	0	0	0	88	0	0	0	0	0	0	0	5	0	0	7	59	50	32	7	1	0	0	3	6	10	7	21	71	75	59	11	5	0	0	7	14	45	29	42	116	142	130	17	5	0	0	13	20	89	92	113	169	328	207	44	11	0	0	0	0	10
bn_ASV_000379	7	0	1	0	9	0	0	0	0	2	0	3	7	12	0	0	1	0	0	0	0	0	0	13	7	16	2	10	0	0	0	0	0	0	17	10	9	2	0	0	0	0	0	0	0	0	2	0	4	26	6	0	3	55	0	0	0	0	17	2	4	3	4	0	7	11	0	0	0	0	0	3	1	0	24	5	2	11	0	0	0	4	10	5	8	9	14	14	3	12	0	0	2	6	11	13	13	6	13	22	12	8	0	0	4	12	20	22	43	26	18	62	8	0	0	0	0	4	8	4
ep_ASV_00001	368	362	791	51	0	0	0	0	0	11	20	399	352	1465	0	7	0	0	0	0	1222	172	21	27	544	834	1952	10	24	0	0	0	0	2	0	21	122	533	326	13	0	2	0	4	0	8	208	639	975	520	472	568	37	69	0	0	6	8	184	374	677	1414	876	66	0	32	17	0	2	0	157	137	610	755	117	284	16	4	0	0	0	0	107	9	226	836	511	18	9	5	0	4	39	2	3	125	244	590	328	536	50	0	15	5	8	66	241	626	749	1327	1302	91	213	26	5	0	3	0	0	111
bn_ASV_000210	11	0	21	9	0	0	0	0	0	0	0	3	23	10	28	0	2	0	0	0	0	0	0	0	22	16	22	0	0	0	0	0	0	0	1	8	4	23	29	0	1	0	0	0	0	0	4	15	34	7	16	17	7	0	0	0	0	0	4	7	26	18	10	7	0	0	0	0	0	0	3	13	28	43	18	0	2	0	0	0	0	0	5	7	25	21	15	5	1	0	0	0	0	0	3	14	15	17	6	3	0	0	0	0	0	0	3	8	0	0	4	0	0	0	0	0	0	0	0	5
bn_ASV_000039	55	316	95	69	0	0	0	0	0	0	2	25	24	119	52	49	2	0	0	0	0	0	5	12	97	67	151	12	2	1	0	0	0	0	4	37	81	129	81	3	0	0	0	0	0	0	13	18	37	38	71	94	4	4	0	1	0	0	12	66	39	199	44	20	0	0	0	0	0	0	6	22	58	82	43	0	3	0	0	0	0	0	8	25	56	108	44	17	1	1	0	0	0	0	8	16	45	80	35	5	1	0	0	0	0	0	18	22	6	11	21	0	0	0	0	0	0	0	6	6
ep_ASV_00172	0	0	0	0	31	10	17	6	0	11	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	17	42	0	6	3	0	0	0	0	0	27	18	9	9	2	0	8	1	0	0	0	0	0	0	56	0	18	24	2	1	1	0	0	0	0	18	1	21	6	8	3	1	0	0	0	0	0	9	3	31	6	0	0	0	0	0	0	0	6	30	6	3	2	0	2	0	0	1	0	0	0	5	0	20	26	9	7	0	0	0	0	0	0	0	124	5	3	26	0	0	0
ep_ASV_00045	22	25	9	1	0	0	0	0	0	17	12	55	51	4	0	0	0	0	0	0	14	0	26	41	37	51	0	0	0	0	0	0	0	0	0	24	67	22	116	6	3	3	0	0	0	15	51	221	27	49	12	19	0	0	0	0	3	5	44	86	77	17	16	18	1	8	0	0	0	0	93	62	53	20	24	30	1	1	0	0	0	20	52	11	13	58	26	16	0	0	0	0	5	0	3	57	126	122	0	80	6	0	3	0	2	83	103	106	81	13	35	33	16	19	0	0	11	0	21	75
bn_ASV_000281	0	0	0	0	0	0	42	7	17	6	2	0	0	0	0	0	0	0	6	37	4	0	0	0	0	0	0	0	0	0	0	22	0	27	1	3	0	0	0	0	2	0	38	4	16	10	1	0	0	0	0	0	0	0	0	8	2	6	0	0	0	0	0	0	0	0	35	15	12	13	0	0	0	0	0	0	0	0	38	16	10	13	2	1	0	0	0	0	0	1	23	45	15	12	3	1	0	0	0	0	0	0	5	91	28	11	3	4	0	0	0	0	0	0	0	22	9	34	1	0
en_ASV_00248	0	0	0	0	4	70	60	10	0	0	0	0	0	0	0	0	20	98	28	5	0	14	0	0	0	0	0	0	0	34	122	91	25	47	0	0	0	0	0	13	17	36	0	2	0	46	0	0	0	0	0	0	162	0	28	17	12	152	0	0	0	0	0	0	0	0	37	43	6	0	0	0	0	0	0	62	68	3	78	36	3	55	0	0	0	0	0	37	109	1	109	26	1	46	0	0	0	0	0	13	196	0	139	51	0	77	0	0	0	0	0	0	203	0	177	0	0	0	0	0
bp_ASV_000078	19	88	52	40	20	22	1	0	0	5	10	16	0	96	0	0	2	9	43	0	86	42	20	10	14	74	71	0	21	20	0	0	0	2	0	0	49	67	74	27	0	0	0	0	0	0	0	3	0	41	24	39	15	33	2	1	0	0	8	2	25	85	24	18	15	8	0	0	0	2	0	16	0	25	30	8	10	5	0	0	0	47	13	33	63	57	68	23	10	17	0	0	9	3	150	32	36	28	0	11	3	0	0	0	0	4	7	11	31	76	52	2	13	0	1	0	0	3	9	7
bn_ASV_000302	15	41	16	10	0	0	0	0	0	0	0	0	14	18	17	0	0	0	0	0	0	0	0	5	31	12	12	0	0	0	0	0	0	0	3	14	31	32	6	0	0	0	0	0	0	0	0	4	10	38	6	3	0	0	0	0	0	0	9	7	9	14	5	0	0	0	0	0	0	0	0	2	11	17	7	0	0	0	0	0	0	0	1	3	7	16	3	0	0	0	0	0	0	0	0	6	8	11	3	0	0	0	0	0	0	0	0	3	0	5	0	0	0	0	0	0	0	0	0	0
bn_ASV_000033	21	63	79	143	25	0	0	0	0	0	0	0	0	70	13	410	278	12	0	0	0	0	0	0	0	131	118	94	169	66	0	0	0	0	0	2	0	7	65	196	5	0	0	0	0	0	7	0	5	39	143	130	81	14	0	0	16	2	0	0	5	16	13	53	6	4	0	0	5	31	5	0	2	4	22	6	53	13	1	1	1	14	1	2	3	14	39	26	45	8	9	0	1	11	3	1	7	5	35	27	58	7	18	7	0	7	6	0	11	9	29	18	60	8	16	0	2	0	1	2
bn_ASV_000348	14	0	3	0	0	0	0	0	0	0	0	8	16	5	0	0	0	0	0	0	0	0	0	0	11	0	3	0	0	0	0	0	0	0	1	7	5	5	0	0	3	0	0	0	0	0	7	8	11	15	8	0	0	0	0	0	0	0	3	15	14	6	7	0	0	2	0	0	0	0	14	8	9	4	5	1	1	2	0	0	0	0	4	8	12	9	4	2	0	2	0	0	0	0	6	3	11	1	4	0	0	1	0	0	0	0	4	5	0	0	0	0	0	0	0	0	0	0	0	1
bn_ASV_000271	14	0	21	0	0	0	0	0	0	0	1	0	19	5	16	0	0	0	0	0	0	0	0	0	15	3	4	0	0	0	0	0	0	0	6	4	14	4	0	0	0	0	0	0	0	0	0	11	13	11	13	5	0	0	0	0	0	0	11	11	12	4	0	0	0	0	0	0	0	0	6	12	18	21	10	0	0	0	0	0	0	0	10	17	25	21	5	1	0	0	0	0	0	0	6	14	17	21	4	1	0	0	0	0	0	0	7	5	10	34	11	0	0	0	0	0	0	0	4	25
bp_ASV_000039	93	256	65	41	8	0	0	0	0	0	28	35	30	233	0	0	0	0	7	0	130	76	8	17	102	97	150	22	0	4	0	0	0	0	0	36	139	189	98	10	0	0	0	0	0	0	9	31	41	160	84	94	0	4	0	0	0	0	17	196	65	191	66	16	2	0	0	0	0	0	14	27	67	111	68	19	4	1	0	0	0	0	7	5	2	144	50	6	0	0	0	0	0	0	14	15	60	51	12	2	0	0	0	0	0	0	25	38	80	67	92	2	11	6	0	0	0	0	5	17
bp_ASV_000116	0	0	0	0	9	16	6	0	0	3	8	0	0	0	16	2	10	24	10	11	0	0	40	0	0	0	0	0	8	8	62	9	51	3	0	0	0	0	0	0	8	4	3	26	24	29	10	0	0	0	0	0	0	10	13	18	61	14	1	0	0	0	0	4	15	0	0	13	20	8	9	0	0	0	0	0	0	10	29	30	76	6	3	0	0	0	0	0	9	48	7	26	26	13	9	9	0	0	0	0	6	6	6	22	52	30	5	0	3	0	0	0	10	16	26	9	66	15	11	1
bp_ASV_000304	25	11	27	0	0	0	0	0	0	3	5	0	19	48	0	0	0	0	0	0	24	18	2	9	0	7	7	0	0	0	0	0	0	0	0	0	17	11	5	9	0	0	0	0	0	0	0	19	29	21	17	8	0	1	0	0	0	0	5	0	14	0	34	14	0	0	0	0	0	0	0	0	11	9	26	15	0	0	0	0	0	0	3	14	13	12	9	6	0	0	0	0	0	0	11	7	17	7	0	5	0	0	0	0	0	0	0	6	14	2	9	2	3	1	0	0	0	0	1	6
bn_ASV_000232	25	0	4	0	0	0	0	0	0	0	0	6	0	2	0	0	0	0	0	0	0	0	0	0	8	0	1	0	0	0	0	0	0	0	7	2	11	13	6	0	0	0	0	0	0	0	3	6	12	10	9	10	0	0	0	0	0	0	19	11	13	10	4	8	0	0	0	0	0	0	16	14	18	14	5	3	0	0	0	0	0	0	16	15	10	13	9	4	0	0	0	0	0	0	6	13	13	18	5	0	0	0	0	0	0	0	2	17	0	22	2	0	0	0	0	0	0	0	8	11
bp_ASV_000069	0	0	0	0	0	127	72	174	41	9	13	0	0	0	55	95	5	79	0	0	0	0	14	0	0	0	0	0	0	28	24	42	0	0	0	0	0	0	0	0	0	0	11	23	0	0	0	0	0	0	0	0	0	0	0	62	69	21	0	0	0	0	0	0	0	14	85	35	49	36	0	0	0	0	0	0	0	0	44	293	87	68	0	0	0	0	0	0	0	24	3	170	45	0	37	0	0	0	0	0	0	0	0	18	26	30	0	0	1	0	0	0	0	0	114	16	23	15	1	0
