BL040126	BL040223	BL040322	BL040419	BL040525	BL040628	BL040719	BL040831	BL040929	BL041019	BL041116	BL041214	BL050120	BL050215	BL050309	BL050413	BL050510	BL050607	BL050705	BL050803	BL050913	BL051004	BL051108	BL051213	BL060111	BL060207	BL060307	BL060404	BL060516	BL060613	BL060704	BL060801	BL060912	BL061010	BL061107	BL061211	BL070116	BL070220	BL070320	BL070424	BL070515	BL070605	BL070703	BL070801	BL070912	BL071016	BL071113	BL071211	BL080115	BL080212	BL080311	BL080408	BL080507	BL080602	BL080702	BL080805	BL080902	BL081014	BL081113	BL081211	BL090113	BL090210	BL090317	BL090421	BL090512	BL090609	BL090721	BL090804	BL090915	BL091006	BL091105	BL091222	BL100120	BL100217	BL100322	BL100412	BL100525	BL100622	BL100706	BL100803	BL100914	BL101019	BL101116	BL101214	BL110112	BL110208	BL110314	BL110412	BL110517	BL110615	BL110704	BL110802	BL110913	BL111010	BL111129	BL111219	BL120110	BL120214	BL120313	BL120411	BL120518	BL120620	BL120703	BL120807	BL120913	BL121009	BL121106	BL121211	BL130115	BL130206	BL130312	BL130417	BL130507	BL130604	BL130709	BL130801	BL130917	BL131015	BL131105	BL131204
bn_ASV_000190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	7	0	0	0	0	0	0	5	1	1	5	4	0	0	0	0	0	0	0	9	2	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	3	5	1	3	2	7	19	1	1	6	7	121	6	4	5	5	3	16	36	7	1	7	6	213	4	4	0	3	2	43	98	13	0	10	22	256	51	28	22	16	14
bp_ASV_000163	0	0	0	0	0	0	4	5	11	12	27	3	4	0	19	8	9	31	0	0	0	0	11	3	2	0	0	0	0	0	0	4	36	21	0	14	6	0	0	0	0	0	13	11	18	21	7	2	0	0	0	0	0	0	0	7	7	15	3	0	0	0	0	0	0	0	3	18	30	14	13	8	0	2	0	0	0	0	1	5	28	41	11	9	0	0	0	0	1	0	12	14	57	41	3	13	5	1	36	0	0	0	4	31	43	23	21	14	5	1	0	0	0	2	0	2	37	46	11	8
en_ASV_00161	0	0	0	0	0	0	8	11	4	56	23	6	0	0	0	0	0	0	0	0	0	56	23	17	0	0	0	0	0	0	0	0	6	97	10	0	7	0	0	0	0	0	0	15	11	10	7	0	0	0	0	0	0	0	0	13	14	24	2	4	0	0	0	0	0	0	5	10	88	33	41	0	0	0	0	0	0	0	0	19	173	169	17	10	6	3	0	0	0	0	0	20	394	488	32	11	17	2	0	0	0	0	2	43	176	993	49	23	10	7	0	0	0	0	0	3	1334	1324	91	16
en_ASV_00385	0	0	4	0	19	0	0	0	0	0	0	0	0	0	0	0	0	28	62	14	0	0	23	30	0	0	0	0	0	0	74	0	38	0	25	0	0	0	8	0	0	0	0	0	1	12	0	0	0	0	0	8	0	0	222	0	43	0	4	27	0	0	0	0	0	0	10	6	117	47	10	0	21	0	0	0	0	7	31	45	84	23	4	17	6	0	0	0	0	20	16	117	73	29	5	19	3	0	0	4	0	29	9	335	135	0	2	40	0	0	0	3	0	31	0	0	32	72	0	0
en_ASV_00518	0	0	2	0	1	0	0	4	0	0	0	0	0	0	0	0	0	3	12	6	0	0	23	2	0	0	0	0	0	0	22	0	16	0	40	0	0	0	11	0	0	0	0	0	2	163	0	0	0	0	0	126	0	0	24	0	5	0	28	9	0	0	0	0	0	0	82	3	22	12	86	0	0	0	0	0	0	0	32	4	29	46	35	3	0	0	0	9	0	3	17	22	55	45	16	2	0	0	0	11	0	11	5	41	158	0	9	5	0	0	0	0	0	5	0	0	21	22	0	0
bn_ASV_000272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	9	2	6	2	5	2	3	3	2	1	1	11	30	6	25	3	12	3	13	18	5	0	3	35	53	4	51	0	2	1	53	48	21	2	3	69	48	22	22	24	47	26
bp_ASV_000146	26	7	9	0	10	0	5	5	6	11	24	21	18	16	13	15	0	16	0	0	22	0	16	24	26	14	10	0	2	15	9	16	0	10	0	36	21	5	0	11	0	0	16	3	0	6	10	22	22	29	16	0	9	8	0	4	8	10	12	0	20	8	9	0	0	8	0	0	0	0	21	17	20	18	18	10	8	15	0	0	8	14	25	18	7	20	12	0	3	0	0	0	0	6	7	14	16	14	16	4	3	6	1	5	5	11	27	21	25	22	16	6	2	1	2	0	12	3	9	16
en_ASV_00751	3	8	0	4	0	0	5	12	0	14	15	5	0	6	0	4	0	0	0	0	0	0	0	7	0	0	8	0	0	1	0	0	0	0	0	0	7	9	3	0	0	0	8	0	0	11	20	19	14	9	3	0	0	0	0	0	8	28	19	10	11	5	6	0	0	0	0	0	0	10	7	12	19	6	34	6	0	0	2	0	2	10	17	13	3	6	21	2	0	0	2	0	1	10	26	7	3	10	24	1	0	0	0	0	0	0	36	11	0	10	11	0	0	0	0	0	0	0	0	5
bn_ASV_000009	48	0	218	0	125	0	0	0	51	47	44	41	99	73	355	227	384	108	20	0	71	60	0	56	93	39	59	0	1029	258	0	14	4	15	25	46	75	72	83	124	56	47	26	13	0	0	27	131	98	220	159	134	259	299	32	62	25	8	67	95	45	36	517	97	63	213	17	9	0	13	41	5	50	85	246	722	260	209	14	24	4	21	51	74	57	156	300	564	349	221	27	30	7	29	60	131	109	316	436	644	731	277	41	45	15	60	72	192	289	573	616	748	1069	300	42	9	37	19	23	98
bn_ASV_000475	1	10	3	12	0	0	0	0	0	0	0	0	0	6	0	11	9	0	0	0	0	0	0	1	0	6	3	11	0	4	0	0	0	0	0	4	15	3	11	6	1	0	0	0	0	0	0	1	2	1	3	6	4	7	0	0	0	0	0	5	0	2	2	15	0	3	0	0	0	0	0	0	0	0	4	0	1	3	0	0	0	0	1	1	0	0	11	9	9	2	0	0	0	0	1	3	0	1	6	6	18	1	0	0	0	1	3	8	0	2	12	4	19	0	0	0	0	0	6	4
bn_ASV_000091	17	26	12	11	0	0	0	0	16	12	0	22	45	6	28	20	0	4	7	0	12	0	0	13	27	5	5	0	0	7	0	4	11	8	9	9	10	8	0	21	22	11	10	9	26	17	11	19	23	3	6	0	0	0	7	6	12	16	21	12	32	17	11	13	0	7	3	14	6	21	20	32	25	37	15	5	3	3	4	13	9	9	20	23	24	22	18	8	0	3	2	4	6	9	11	23	20	13	7	6	0	1	0	0	0	0	10	8	0	0	0	0	0	0	0	0	0	0	10	9
bn_ASV_000289	14	0	0	0	0	0	0	0	9	8	5	0	5	0	0	0	0	0	0	0	0	0	0	14	10	0	0	0	0	0	0	2	6	2	8	11	14	3	0	0	5	3	8	5	6	9	8	9	17	5	1	0	0	0	0	0	0	8	3	12	3	6	1	0	0	3	3	0	0	5	13	30	3	7	5	0	2	1	1	1	2	1	6	11	9	4	2	0	2	2	1	0	0	3	4	7	11	2	1	0	0	2	0	0	0	0	4	1	0	0	3	0	0	0	0	0	0	0	11	3
bn_ASV_000007	162	126	94	229	8	0	0	18	93	132	0	131	230	131	91	244	147	154	135	67	119	39	173	15	144	151	115	21	191	101	88	61	80	57	60	70	60	124	132	121	253	127	78	48	116	66	117	112	159	65	107	191	65	41	65	38	84	134	140	94	139	97	138	203	20	106	57	86	20	135	145	191	166	284	191	112	98	91	72	57	47	86	94	137	119	165	140	135	105	85	39	44	27	45	87	101	119	129	104	88	14	48	13	0	0	0	76	68	12	26	25	0	0	0	0	12	10	9	68	132
bn_ASV_000008	124	105	74	128	2	0	0	0	67	128	0	127	205	108	99	158	85	147	95	60	100	29	167	19	125	111	95	10	96	85	74	58	62	87	72	76	47	113	39	101	243	97	66	44	178	77	150	113	155	58	98	162	48	40	80	23	44	114	110	98	142	93	110	164	20	101	48	71	6	113	148	173	140	181	155	81	84	106	45	55	43	86	120	140	107	125	112	85	77	67	32	44	23	35	90	116	85	73	93	75	29	40	14	0	0	0	72	70	8	16	21	0	16	0	0	11	5	2	95	105
bn_ASV_000046	30	0	11	53	0	0	0	0	0	24	0	25	45	27	0	67	24	18	0	0	0	0	0	0	40	20	33	0	8	12	0	0	0	0	13	11	12	36	16	0	29	13	12	0	10	0	28	24	32	18	32	67	17	0	0	0	0	11	24	24	32	33	46	47	0	26	7	9	0	0	23	24	29	39	54	17	20	19	8	5	2	1	25	21	28	28	41	33	12	15	2	4	1	3	16	22	23	21	29	19	5	10	0	0	0	0	14	22	0	0	0	0	0	0	0	0	0	0	14	30
bn_ASV_000115	0	0	3	18	0	0	0	0	0	22	0	0	0	9	0	0	8	14	0	0	0	0	0	0	13	13	15	0	17	4	0	2	3	12	9	7	4	15	0	0	25	7	10	0	11	0	14	10	13	3	15	17	0	0	3	0	3	8	22	13	15	19	15	33	0	19	11	12	0	14	17	20	14	26	19	0	4	14	4	7	2	12	19	18	23	11	8	6	5	7	3	2	3	4	12	13	7	7	14	8	0	6	2	0	0	0	5	4	0	0	0	0	0	0	0	0	0	0	10	11
bn_ASV_000240	7	0	7	2	0	0	0	0	0	7	0	4	12	5	17	0	5	0	0	0	0	0	0	0	8	3	3	0	5	0	6	0	9	0	6	6	1	1	0	0	10	6	4	2	9	0	9	10	12	7	2	0	1	0	0	0	1	12	11	6	16	10	7	17	0	5	1	9	0	11	5	11	17	29	8	3	4	1	3	3	1	9	5	8	7	9	2	4	2	4	0	3	2	3	7	11	6	3	4	2	3	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	10	2
bn_ASV_000223	6	0	2	12	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	3	0	3	5	6	9	0	0	3	7	4	4	0	0	10	3	13	7	10	14	0	0	0	0	0	0	13	11	12	7	0	21	0	5	0	0	0	0	4	11	9	10	7	0	0	0	1	1	0	0	10	7	8	6	6	4	1	3	1	1	1	0	6	8	6	9	3	1	0	2	0	0	0	0	19	8	0	9	0	0	0	5	0	0	8	0	15	12
bp_ASV_000002	266	408	1072	627	974	104	122	41	168	174	245	299	317	269	132	167	181	131	477	295	392	351	237	224	253	529	245	162	237	245	430	179	513	248	0	335	295	355	455	768	542	226	234	94	185	259	165	218	321	445	306	450	356	234	166	75	132	109	224	99	236	182	356	374	521	297	65	189	127	83	149	127	251	326	690	462	107	214	50	0	74	107	140	121	44	390	608	381	502	76	212	148	154	112	278	339	277	338	179	343	368	188	80	136	152	187	232	288	310	261	405	451	448	270	88	167	214	39	155	252
bp_ASV_000007	144	159	337	349	294	74	73	48	166	181	144	194	276	116	124	118	227	138	242	291	182	207	186	172	140	246	116	93	257	158	229	143	163	365	36	136	230	201	226	211	359	247	190	131	184	227	147	146	174	258	109	184	96	151	186	126	106	96	165	10	162	97	141	292	334	129	85	101	125	105	151	130	252	221	285	171	113	98	27	0	20	20	70	59	18	165	160	211	217	74	117	107	142	122	213	252	157	228	314	60	192	167	77	165	136	176	139	179	143	93	177	104	304	359	58	153	120	41	75	180
bp_ASV_000004	259	292	694	390	510	123	155	79	237	204	263	329	393	206	213	245	217	141	136	202	354	196	200	257	233	297	124	66	185	179	236	259	178	421	0	266	323	340	287	345	486	341	259	148	269	292	220	305	325	386	194	315	181	148	225	83	82	123	305	314	243	171	261	269	328	227	103	143	133	111	200	155	397	271	463	294	122	230	45	0	28	75	127	89	45	269	335	235	476	92	391	202	271	262	449	451	312	356	124	165	282	435	175	303	214	241	240	342	275	221	307	229	254	281	97	209	105	60	151	310
bp_ASV_000008	99	101	187	189	139	65	68	40	159	176	129	157	210	62	127	140	218	119	151	198	119	128	169	189	141	170	56	46	113	121	163	146	122	278	0	144	197	129	132	136	296	209	171	133	203	232	132	119	176	162	73	142	70	90	153	94	65	97	147	96	142	80	96	231	260	99	74	94	97	105	141	119	203	162	196	133	66	113	31	0	12	32	66	76	12	131	129	173	228	85	169	152	159	192	208	219	146	204	238	59	163	200	74	145	158	191	134	158	140	98	140	70	268	331	35	122	96	40	87	179
bp_ASV_000046	35	37	109	81	73	0	0	0	17	21	53	38	51	40	14	0	10	0	33	0	52	46	30	46	40	86	27	0	0	9	11	0	0	39	0	0	35	47	38	62	57	0	16	0	0	19	23	23	39	45	37	56	33	35	0	0	0	0	40	0	20	0	46	58	61	0	0	0	0	0	0	15	0	36	89	52	0	0	0	0	0	0	21	0	0	41	65	34	23	0	14	0	0	9	40	37	22	43	9	29	37	0	7	0	7	8	22	29	34	28	34	37	42	40	8	3	4	0	10	31
ep_ASV_00007	112	122	194	335	74	0	0	0	0	0	0	173	87	19	0	0	0	0	0	0	59	0	38	97	24	367	18	14	0	161	0	0	0	0	0	24	123	152	46	965	42	107	0	0	0	0	74	0	61	158	39	364	268	19	0	0	0	0	43	168	64	38	398	235	372	26	0	0	0	0	79	81	110	172	150	866	0	145	0	0	0	0	45	30	21	304	262	0	0	0	0	0	0	0	30	23	64	91	0	98	33	0	0	0	0	0	38	94	89	74	45	309	0	0	0	0	0	0	0	84
bn_ASV_000006	128	127	75	177	5	0	65	11	80	109	10	170	189	107	57	132	106	132	114	173	201	64	196	66	179	104	72	14	160	185	275	132	155	107	103	137	74	139	112	53	158	119	118	63	190	77	127	100	84	73	58	91	33	22	135	57	190	183	202	107	134	76	85	80	18	84	150	189	21	256	225	163	199	255	142	39	62	83	102	133	94	139	180	151	145	137	102	45	39	68	65	89	51	92	129	121	109	101	71	30	15	31	27	0	0	12	129	71	0	18	8	2	7	0	3	0	31	21	115	133
bn_ASV_000010	87	119	51	82	0	6	88	0	77	99	24	158	167	87	56	65	82	119	119	269	128	67	149	32	117	61	51	17	70	103	198	75	158	74	88	116	58	108	55	62	142	73	93	83	240	74	108	90	82	69	60	71	17	18	148	65	196	180	178	92	125	86	63	75	14	78	94	140	12	208	138	125	132	144	72	19	39	58	106	94	88	123	130	112	122	91	58	53	31	45	59	78	61	70	109	99	83	80	36	19	7	31	25	8	12	0	75	45	0	8	11	0	0	0	0	20	23	0	86	94
bn_ASV_000095	39	14	5	18	0	0	15	0	0	13	0	21	16	10	0	0	7	14	17	25	22	0	33	0	22	14	9	0	4	4	13	17	8	5	9	5	13	13	0	0	17	20	37	20	36	5	14	9	5	0	0	0	0	2	4	10	15	16	24	7	11	8	10	5	4	3	34	56	6	13	21	13	11	10	11	7	9	4	24	40	8	8	15	7	11	2	10	3	2	4	18	35	4	6	11	16	9	7	4	3	1	3	6	7	0	0	7	14	0	2	0	0	0	0	0	0	0	0	7	17
bn_ASV_000018	142	10	19	0	0	0	0	0	131	235	197	148	128	16	37	0	0	0	0	0	34	53	86	18	61	12	3	0	0	0	0	1	40	205	50	81	173	85	5	33	72	78	28	26	158	199	205	169	122	11	0	0	0	0	0	10	36	100	73	139	58	19	43	0	0	36	28	51	3	187	194	102	135	56	10	0	15	39	21	29	29	127	121	101	109	30	20	1	13	34	15	17	24	55	76	71	86	23	15	0	0	8	2	0	0	0	43	35	15	2	6	0	0	0	0	0	0	0	35	60
bn_ASV_000256	2	2	0	0	0	0	12	0	11	4	12	25	0	1	0	0	0	0	6	0	1	16	6	0	9	2	0	0	0	0	3	4	4	4	3	4	5	2	0	0	0	5	7	6	35	22	23	10	0	0	0	0	0	0	0	1	4	18	19	16	15	2	0	0	0	3	5	14	0	28	3	14	9	0	0	0	0	5	3	8	4	8	8	9	10	1	0	0	0	0	4	7	5	3	6	6	8	0	0	0	0	1	0	0	0	0	5	1	0	0	0	0	0	0	0	0	0	0	1	2
bn_ASV_000134	0	0	0	0	0	0	0	0	24	31	0	16	0	1	0	0	0	0	6	0	0	27	0	0	5	0	0	0	0	0	0	4	57	7	15	11	4	1	0	0	0	0	4	13	42	45	9	7	12	0	0	0	0	0	0	8	37	24	14	8	5	0	0	0	0	0	8	15	5	36	5	4	0	0	0	0	0	0	4	23	22	15	7	7	3	0	0	0	0	0	8	15	8	8	15	6	4	0	0	0	0	0	0	0	0	0	11	4	0	0	0	0	0	0	0	0	11	9	15	13
bp_ASV_000018	260	21	12	0	0	0	0	0	210	316	89	333	259	44	138	0	0	0	0	0	64	0	66	117	97	11	0	0	0	0	0	0	70	242	0	100	222	91	0	44	59	108	29	57	208	293	254	364	234	22	11	0	0	1	6	14	75	149	203	143	111	17	93	5	0	37	37	79	126	199	613	141	190	76	0	12	0	0	0	0	0	11	68	43	12	19	12	27	11	7	10	30	110	109	8	79	122	95	28	5	0	0	0	0	69	159	106	80	79	30	18	1	0	0	0	6	51	7	28	100
bn_ASV_000020	26	0	18	0	0	0	0	29	264	131	73	148	59	6	41	0	0	0	23	53	91	221	90	46	36	0	5	0	0	0	0	60	108	184	114	134	185	15	0	0	27	30	83	259	111	72	54	93	83	31	10	0	0	0	29	150	148	225	65	10	33	8	11	0	0	0	11	68	111	190	101	48	47	9	8	8	2	6	18	138	121	185	99	83	85	34	15	5	3	5	8	155	102	203	100	119	130	68	40	8	0	17	4	261	59	157	112	180	323	127	80	21	0	32	0	0	120	196	99	114
bn_ASV_000179	0	0	8	0	0	0	0	0	35	27	183	29	6	5	7	0	0	0	0	0	3	15	11	59	18	1	0	0	0	4	0	0	0	62	40	46	24	4	10	0	0	6	0	0	2	19	26	24	8	7	5	0	0	12	0	0	0	11	30	27	4	5	2	0	0	11	3	1	0	5	16	13	9	4	4	7	0	6	0	1	1	19	30	10	8	2	3	2	1	6	0	0	0	6	20	17	10	4	4	3	0	2	1	0	0	0	31	8	0	1	0	0	0	0	0	0	0	0	11	5
bn_ASV_000141	0	0	0	0	0	0	0	5	75	71	0	56	0	0	0	0	0	0	0	0	16	61	0	0	0	0	0	0	0	0	0	11	22	93	17	14	9	0	0	0	0	0	0	16	9	10	18	5	4	0	0	0	0	0	18	0	13	78	7	8	10	0	0	0	0	0	0	1	17	11	10	9	7	0	0	0	0	0	0	4	13	46	19	21	6	2	0	0	0	0	1	2	18	27	9	15	12	3	0	0	0	0	0	0	0	14	16	31	19	3	0	0	0	0	0	0	40	66	8	6
bp_ASV_000136	0	0	0	0	0	0	0	0	4	8	19	0	0	0	23	4	0	0	0	0	0	0	11	13	6	0	0	0	0	0	0	3	41	3	0	0	6	0	0	0	0	0	0	21	15	19	12	5	0	0	0	0	0	0	0	14	55	38	11	104	0	0	0	0	0	0	0	13	44	12	41	20	0	0	0	0	0	0	0	0	96	20	17	4	2	3	0	0	0	0	0	13	41	10	20	15	15	4	0	0	0	0	0	0	16	46	2	3	16	13	0	0	0	0	0	0	63	14	17	3
en_ASV_01121	5	11	3	11	0	2	0	0	0	0	0	0	0	11	0	58	0	0	0	0	0	0	0	7	7	0	11	0	0	0	0	0	0	0	0	0	27	12	21	0	0	0	0	0	0	0	0	0	9	8	0	8	0	0	0	0	0	0	0	13	0	0	0	23	22	31	0	0	0	0	0	0	0	22	0	0	10	11	0	0	0	0	2	9	6	13	2	7	7	7	0	0	0	0	2	0	6	14	3	2	1	3	0	0	0	0	7	0	4	19	4	0	0	0	0	0	0	0	0	0
bp_ASV_000240	2	3	5	0	0	0	0	0	0	4	6	12	10	4	1	0	7	0	0	0	11	0	1	8	8	0	6	0	0	0	0	0	6	5	0	0	5	9	8	7	0	0	8	0	0	11	14	9	6	19	2	0	0	2	0	0	0	0	8	0	11	9	3	11	0	0	0	0	0	0	0	12	30	15	7	2	0	0	0	0	0	0	3	0	0	13	6	7	2	0	0	0	10	15	5	18	11	15	21	0	2	0	0	0	10	5	3	9	1	5	5	0	4	9	0	0	6	0	3	15
bp_ASV_000331	17	6	12	0	0	0	0	0	0	6	15	10	6	12	1	3	0	0	0	0	14	0	7	10	6	8	0	0	0	3	0	0	0	2	0	34	9	7	0	2	4	0	1	0	0	0	7	6	11	19	0	0	1	3	0	0	0	0	6	0	9	0	9	0	0	0	0	0	0	2	7	12	0	10	0	6	7	0	0	0	0	8	4	12	5	5	5	0	0	0	2	3	0	0	6	10	10	1	3	0	0	1	0	0	5	3	8	5	8	17	4	2	0	4	0	0	2	0	4	5
bp_ASV_000020	27	3	0	0	0	0	11	44	189	112	7	33	35	0	32	0	6	59	0	0	0	0	41	15	32	0	0	0	0	0	0	25	55	73	577	159	50	0	0	0	0	52	53	182	144	44	65	51	55	0	0	0	0	5	27	118	172	209	62	0	40	8	20	0	0	0	0	109	34	180	63	17	0	9	0	0	0	0	9	136	92	31	108	230	30	17	0	12	0	0	19	107	88	75	25	20	51	23	0	5	0	0	10	58	54	104	72	34	76	79	19	13	0	16	0	25	61	121	108	40
en_ASV_00075	7	13	3	42	8	10	12	46	268	102	115	0	0	4	1	0	0	51	0	3254	0	100	572	25	0	0	0	0	0	15	0	6	50	0	15	133	1	0	5	62	10	17	4	21	0	426	142	2	0	0	48	13	11	14	198	40	299	201	2	12	0	0	0	1	2	4	1	826	0	241	67	5	0	0	0	0	3	14	37	350	37	252	39	8	0	0	2	9	5	9	22	211	18	176	32	2	0	0	0	1	2	1	10	0	0	0	15	0	0	0	0	0	0	0	0	0	1	0	0	0
bp_ASV_000009	44	9	33	0	105	24	23	0	74	34	8	0	40	0	4	0	0	0	6	0	0	12	30	34	80	29	0	0	52	134	0	0	0	17	197	0	16	59	11	223	43	106	16	21	0	0	27	59	89	61	24	66	514	393	25	53	19	13	19	0	26	22	478	89	140	292	0	0	0	10	0	0	22	46	189	853	409	58	35	0	20	85	611	172	81	109	215	451	51	8	17	14	34	0	7	0	23	37	0	768	26	75	41	0	9	25	39	55	92	275	192	940	325	181	46	14	11	25	34	40
bp_ASV_000097	0	0	0	0	7	35	23	10	12	9	20	0	0	19	23	56	48	70	0	0	0	0	23	0	0	0	0	0	0	26	50	16	53	14	0	0	0	0	0	0	0	29	41	20	0	0	0	0	0	0	0	0	0	11	17	26	0	20	0	0	0	0	0	0	0	39	55	39	0	21	0	0	0	0	0	0	0	76	17	0	0	34	0	0	0	0	8	0	47	15	94	27	21	12	17	13	9	0	0	0	0	46	24	37	17	18	14	0	10	7	7	0	0	0	16	18	25	16	5	8
en_ASV_00198	8	8	4	0	5	1	52	0	67	48	37	11	0	2	0	0	17	20	102	15	0	36	39	0	0	0	29	0	4	22	113	56	24	52	0	0	0	0	0	24	37	148	1	17	0	41	18	6	5	0	0	0	0	0	7	4	15	19	0	8	1	0	0	0	0	0	18	13	14	0	0	6	6	16	23	2	13	13	46	71	10	29	12	4	7	6	10	6	8	8	101	144	27	34	9	5	2	2	11	6	0	5	153	412	41	39	9	12	3	4	10	2	0	17	157	43	17	110	35	0
en_ASV_00594	0	0	1	13	64	12	0	0	0	4	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	4	3	9	5	0	0	0	0	0	4	3	4	43	5	33	8	3	0	17	0	0	0	0	0	5	157	10	11	0	0	10	0	4	0	0	0	0	0	0	2	2	0	2	0	0	0	0	0	55	38	2	1	2	0	6	2	0	0	0	0	20	28	2	1	0	0	4	0	0	0	0	0	14	22	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bp_ASV_000127	0	6	0	0	0	89	11	69	9	4	13	0	0	6	106	61	8	23	0	0	0	0	8	0	0	0	0	0	0	0	0	35	3	1	0	9	0	0	0	0	0	0	6	7	5	7	11	0	0	0	0	0	0	0	0	125	7	27	10	0	0	0	0	0	0	0	63	0	22	26	16	2	0	0	0	0	0	0	9	52	14	35	1	0	0	0	0	0	0	4	13	37	68	18	15	2	2	0	0	0	1	0	0	11	37	35	0	0	0	0	0	0	0	0	2	0	12	4	4	0
bp_ASV_000003	200	197	412	197	291	126	211	105	284	239	346	312	288	126	234	285	336	185	85	234	218	128	270	233	166	233	114	40	78	163	243	318	173	418	0	344	301	217	137	202	436	417	326	191	416	475	206	221	283	278	117	157	133	126	297	86	100	179	253	549	186	132	173	161	220	229	169	204	203	131	186	126	292	211	292	179	94	376	79	42	61	84	100	95	25	208	196	147	559	111	628	297	320	400	421	465	298	289	231	145	201	549	251	454	316	283	256	316	259	213	240	184	156	288	104	259	136	90	191	347
ep_ASV_00353	1	16	6	0	0	0	0	0	3	0	10	4	1	0	0	0	0	0	0	0	2	0	10	2	0	2	0	0	0	4	0	0	0	10	0	5	4	0	1	0	0	11	0	0	0	6	13	5	1	11	1	0	0	0	0	0	0	2	0	6	3	0	10	0	0	0	0	0	0	2	6	9	1	2	4	4	1	0	0	0	0	0	1	0	0	11	2	11	5	1	6	0	0	10	1	2	35	14	0	0	0	0	0	0	13	12	6	10	24	1	3	11	0	0	0	0	0	0	3	1
bn_ASV_000265	5	0	1	0	1	2	0	0	13	22	0	8	5	4	0	0	1	0	0	0	0	0	0	69	7	1	3	0	0	0	0	0	3	13	16	17	8	3	0	0	0	2	1	0	0	2	4	20	5	12	5	5	2	11	3	0	0	1	18	7	4	1	1	0	2	3	0	0	0	1	5	8	5	0	9	2	2	4	0	0	1	13	16	11	7	9	3	10	5	5	0	0	6	19	24	15	10	13	9	28	7	5	0	0	6	41	24	26	30	39	5	35	11	0	0	0	5	24	30	12
en_ASV_00329	5	4	0	0	1	0	9	0	32	81	39	30	0	1	0	0	0	2	21	18	0	15	39	0	0	0	0	0	0	18	0	19	29	66	0	0	0	0	0	0	3	29	4	6	0	128	36	8	9	0	0	0	0	0	18	7	12	103	0	21	46	0	0	0	0	0	21	13	4	0	0	56	15	9	13	6	1	4	28	28	9	68	20	18	29	6	9	4	0	1	39	36	13	74	26	18	33	8	2	6	0	2	60	114	16	66	24	6	37	3	0	14	0	5	65	2	23	97	74	0
en_ASV_01088	0	4	0	3	13	3	0	0	0	0	4	0	0	1	0	4	0	5	0	0	0	11	0	0	0	0	0	1	4	6	2	0	0	5	0	0	2	3	1	9	0	12	3	2	0	5	0	0	0	0	0	1	84	10	3	0	6	5	6	4	0	0	0	0	0	0	0	5	0	3	11	0	0	0	0	25	14	2	0	1	1	2	2	0	0	0	0	17	16	3	0	0	0	3	0	1	0	0	0	8	10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
